[0]タイプ	[1]インスタンス名（ドメイン）	[2]ドメイン	[3]独自文字色	[4]独自背景色	[5]独自画像	[6]独自画像横幅	[7]画像情報	[8] Wiki 記事URL等	[9] 認定証	[10] 著作権URL		
												
0	senooken.jp	social.senooken.jp										
0		js4.in/alttw										
0	💩 Shitposter.Club	shitposter.club										
												
												
												
												
												
												
												
												
												
	↓　墓場											
												
												
												
												
												
												
												
	↑　墓場											
												
												
												
												
												
2		noagendasocial.com										
2		nulled.red		#f33								
2	reclaim.technology	toot-lab.reclaim.technology										
2		kitty.town										
2	wxcafe.net	social.wxcafe.net										
2	Infosec.Exchange	infosec.exchange										
2		computerfairi.es										
2		social.imirhil.fr										
2	Birdsite.link	birdsite.link										
2		animeisgay.com										
2		deadinsi.de										
2		comicscamp.club										
2		banana.dog		#656								
2	selfhosting.rocks	mstdn.selfhosting.rocks										
2		fellies.social										
2	datamol.org	mast.datamol.org										
2		royalaid.me										
2	quebec.gq	mstdn.quebec.gq										
2	lubar.me	mastodon.lubar.me										
2	devfs.xyz	toot.devfs.xyz										
2		glasses.moe										
2	linux.pizza	social.linux.pizza										
2	dropbear.xyz	social.dropbear.xyz										
2	tyronesama.moe	hellsite.tyronesama.moe										
2	producers	producers.masto.host			masto_host2.png	26	masto.host ロゴから作成					
2	macsnet.cz	mastodon.macsnet.cz										
2		calc.news										
2		greenlifeplus.net										
2	amicidelbaretto.org	ramses.amicidelbaretto.org										
2	unextro.net	social.unextro.net										
2	barkshark.tk	mastodon.barkshark.tk										
2		beach.city										
2		takeoverthe.world										
2		miaou.drycat.fr										
2		onster.farm										
2		plush.city										
												
												
												
												
3		pleroma.soykaf.com						https://ja.mstdn.wiki/Pleroma				
3	ぐだぐだ鯖	pleroma.gdgd.jp.net										
3	ht164.jp	plrm.ht164.jp										
3	Vocalodon	pleroma.vocalodon.net										
3		pl.telteltel.com										
3	heislandmine	heislandmine.mydns.jp										
3		plero.ma										
3		pleroma.site										
3		3.distsn.org										
3		kawen.space										
3		ple.watachan.net										
3		talknet.akabe.co										
3		plrm.beanlog.xyz										
3		pl.smuglo.li										
3	gauchiste.club	sale.gauchiste.club										
3		weeaboo.space										
3		thechad.zone										
3	hedgehoghunter.club	the.hedgehoghunter.club										
3		botsin.space										
3		cat.social										
3		sink.big.mt										
3	sakamoto.gq	social.sakamoto.gq										
3		letsalllovela.in										
3		iscute.moe										
3	beepboop.ga	social.beepboop.ga										
3	nakanod.net	pleroma.nakanod.net										
3		pleroma.io										
3		rabbit.country										
3		es.muy.moe										
3		pla.social										
3		pleroma7.pla1.net										
3		pleroma.pla1.net										
3		soliton.nonlinear.zone										
3		social.toromino.de										
3		p.lmao.tf										
3		shitpost.beep.computer										
3		social.libre.fi										
3		p.a3.pm										
												
												
												
												
4		misskey.xyz						https://ja.mstdn.wiki/Misskey				
4	じぇいぴー	misskey.jp										
4	kirigakure.net	msk.kirigakure.net										
4		misskey.site										
4	めいめい Misskey	misskey.m544.net		#ff8eab								
4	saibou.work	misskey.saibou.work										
4	Misskey X	misskey.xps2.net										
4		mewl.me										
4	jnsk.info	msky.jnsk.info										
4		7.distsn.org										
4	💛.tk	xn--6r8h.tk										
4	barippi.com	misskey.barippi.com										
4		msky.tokyo										
4	myhome.cx	misskey.myhome.cx										
4		misskey.love										
4	着ぐるみすきー	mk.kigurumi.fun										
4	ノワール.パブ	noir.pub										
4	galaxy.cat	social.galaxy.cat										
4	미스키.나루.카페	msky.naru.cafe										
4	Misskey.Social	misskey.social										
4	useless lesbian club	uselesslesbian.club										
4		lifeisabug.com	#111111	#3cd775, #3cd775, #3cd775								
4	うほうほ	uhouho.xyz										
4	re.kirishima.cloud	re.kirishima.cloud										
4		yuzulia.xyz										
4		mk.yuzulia.com										
4	nokotaro.com	misskey.nokotaro.com										
4	kirigakure.net	msk.kirigakure.net										
4		kawaii.social										
4		emoji.msky.work										
4		819.blue										
												
												
												
												
												
												
5		peertube.cpy.re						https://ja.mstdn.wiki/PeerTube				
5		peertube.jp.net										
5	h3z.jp	tube.h3z.jp										
5		video.blender.org										
5	yukimochi.jp	tube.yukimochi.jp										
5	mastodon.host	peertube.mastodon.host										
5		peertube.video										
5		peertube.live										
												
												
												
												
												
6		juick.com										
												
												
												
