id 	sns	sc	fav	lang	(c)2021 #InstanceTicker Released under the MIT license.	domain	sname	text	width	tcolor	bcolor	scolor	bicon	sicon	iicon	entry	exity	webp	avif
2246	10	1			fedi.trenkner.net	trenkner.net		..trenkner.net								20230204T000000Z			
2247	10	1			tristram.uber.space	uber.space										20230204T000000Z			
2248	10	1			sozial.ismus.net	ismus.net		..ismus.net								20230204T000000Z			
2249	10	1			social.ty-penguin.org.uk	ty-penguin.org.uk		..ty-penguin.org.uk								20230204T000000Z			
2250	10	1			yfwu.org	yfwu.org										20230204T000000Z			
2251	10	1			gts.cupcakerob.nl	cupcakerob.nl		..cupcakerob.nl								20230204T000000Z			
2252	10	1			g.crisq.cf	crisq.cf										20230204T000000Z			
2253	10	1			kwiecien.us	kwiecien.us										20230204T000000Z			
2254	10	1			social.schmarrn.dev	schmarrn.dev		..schmarrn.dev								20230204T000000Z			
2255	10	1			toet.dnzm.nl	dnzm.nl										20230204T000000Z			
2256	10	1			fedi.arkadi.one	arkadi.one										20230204T000000Z			
2257	10	1			social.dbkr.me	dbkr.me		..dbkr.me								20230204T000000Z			
2258	10	1			electric.marf.space	marf.space										20230204T000000Z			
2259	10	1			nein.ftrv.se	ftrv.se										20230204T000000Z			
2260	10	1			ap.wtr.app	wtr.app										20230204T000000Z			
2261	10	1			fedi.tycho.space	tycho.space		..tycho.space								20230204T000000Z			
2262	10	1			kalaclista.com	kalaclista.com										20230204T000000Z			
2263	10	1			social.alexschroeder.ch	alexschroeder.ch		..alexschroeder.ch								20230204T000000Z			
2264	10	6			social.browser.org	browser.org		..browser.org								20230204T000000Z			
2265	10	1		ja	don.zu2.org	zu2.org		..zu2.org								20230204T000000Z			
2266	10	1		ja	fedi.matsuu.org	matsuu.org		..matsuu.org								20230113T131600Z			
2267	10	1		de	karp.lol	karp.lol										20221021T124747Z			
2268																			
2269	10	1		de	social.grautier.com	grautier.com		..grautier.com								20230204T000000Z			
2270	10				hey.hagelb.org	hagelb.org										20230622T000000Z			
2271	10			ja	mstdn.minnanasi.net	minnanasi.net										20230203T000000Z			
2272	10			ja	mstdn.chao.tokyo	chao.tokyo										20230203T000000Z			
2273	10				kittycat.homes	kittycat.homes										20221221T000000Z			
2274	10				giraffe.eepy.cloud	eepy.cloud										20231029T000000Z			
2275																			
2276																			
2277																			
2278																			
2279																			
2280																			
2281																			
2282																			
2283																			
2284																			
2285																			
2286																			
2287																			
2288																			
2289																			
2290																			
2291																			
2292																			
2293																			
2294					※ ここから [B] Mitra														
2295	20	1		en	mitra.social	mitra.social							#fff			20230314T000000Z			
2296	20	1		en	public.mitra.social	mitra.social							#fff			20230314T000000Z			
2297	20	1		en	wizard.casa	wizard.casa							#fff			20230314T000000Z			
2298	20	1		sp	oraclearm.nsupdate.info	nsupdate.info							#fff			20230314T000000Z			
2299	20	1		ja	mitra.anon-kenkai.com	anon-kenkai.com		m..anon-kenkai.com					#fff			20230314T000000Z			
2300	20	1		ru	of.rijndael.cc	rijndael.cc							#fff			20230314T000000Z			
2301																			
2302																			
2303					以下[Ba] Bird (Twitter Copy) 系														
2304	29				twtr.ingeechat.party	ingeechat.party		..ingeechat.party								20230804T000000Z			
2305	29				bird.istheguy.com	istheguy.com		..istheguy.com								20230804T000000Z			
2306	29				sovran.social	sovran.social										20230804T000000Z			
2307	29				birdsite.kohl.dev	kohl.dev		..kohl.dev								20230814T000000Z			
2308	29				t2m.davinkevin.fr	davinkevin.fr		..davinkevin.fr								20230804T000000Z			
2309	29				bird.makeup	bird.makeup										20221126T000000Z			
2310	29				bsl.18m250.org	18m250.org		..18m250.org								20230814T000000Z			
2311	29				bridge.small.cloud	small.cloud		..small.cloud								20230804T000000Z			
2312	29				bridge.yopp.me	yopp.me		..yopp.me								20230804T000000Z			
2313	29				twitter-bridge.cryobyte.net	cryobyte.net		..cryobyte.net								20230804T000000Z			
2314	29				birdsite.vish.link	vish.link		..vish.link								20230804T000000Z			
2315	29				twitter.toots.ro	toots.ro		..toots.ro								20230804T000000Z			
2316	29				twitter.toot.as	toot.as		..toot.as								20230804T000000Z			
2317	29				birdmakeup.laski.app	laski.app		..laski.app								20230804T000000Z			
2318	29				birdsite.csachweh.de	csachweh.de		..csachweh.de								20230804T000000Z			
2319	29				bmu.beerinacan.com	beerinacan.com		..beerinacan.com								20230804T000000Z			
2320	29				twitter.tresor.eyhoff.de	eyhoff.de		..eyhoff.de								20230804T000000Z			
2321	29				birdsitelive.mastodon.vm.statshelix.com	statshelix.com		..statshelix.com								20230814T000000Z			
2322	29				twitter.829.hu	829.hu		..829.hu								20230804T000000Z			
2323	29				bird.zvo.io	zvo.io		..zvo.io								20230804T000000Z			
2324	29				bird.gensokyo.info	gensokyo.info		..gensokyo.info								20230814T000000Z			
2325	29				birdsitelive.codingneko.com	codingneko.com		b..codingneko.com								20230814T000000Z			
2326	29				birdsite.blazelight.dev	blazelight.dev		..blazelight.dev								20230814T000000Z			
2327																			
2328																			
2329																			
2330																			
2331																			
2332																			
2333																			
2334																			
2335																			
2336																			
2337																			
2338																			
2339																			
2340																			
2341																			
2342																			
2343																			
2344																			
2345																			
2346																			
2347																			
2348																			
2349																			
2350																			
2351																			
2352																			
2353																			
2354																			
2355																			
2356					※ [C-F] misskey														
2357	4				kaoism.xyz	kaoism.xyz										20230707T000000Z			
2358	4			ja	mi.9lab.jp	9lab.jp										20230305T000000Z			
2359	4			ja	mi.shellgei.org	shellgei.org										20230305T000000Z			
2360	4			ja	stellanaut.net	stellanaut.net										20230305T000000Z			
2361	41				calc.aloneroid.one	aloneroid.one		..aloneroid.one						63		20230730T000000Z			
2362	4				fluffy.social	fluffy.social										20230305T000000Z			
2363	4			en	rkgk.moe	rkgk.moe										20230305T000000Z			
2364	4				novelskey.tarbin.net	tarbin.net										20230305T000000Z			
2365	4				misskey.snowdrop.cloud	snowdrop.cloud		..snowdrop.cloud								20230305T000000Z			
2366	4				misskey.delmulin.com	delmulin.com		mi..delmulin.com								20230227T033015Z			
2367	4				sui-mag.com	sui-mag.com										20230305T000000Z			
2368	4				pinky.st	pinky.st										20230718T073906Z			
2369	4				fw3rd-bc.jp	fw3rd-bc.jp										20230305T000000Z			
2370	4			ja	misskey.aplulu.me	aplulu.me		..aplulu.me								20230305T000000Z			
2371	4				tamausa.trigonoretrism.com	trigonoretrism.com										20230305T000000Z			
2372	4				mk.humblemagica.org	humblemagica.org										20230305T000000Z			
2373	4				ojousama-tea.party	ojousama-tea.party										20230305T000000Z			
2374	4			ja	misskey.ariela.jp	ariela.jp		..ariela.jp								20230305T000000Z			
2375	4				ippaitaberukimigasukey.com	ippaitaberukimigasukey.com										20230727T225254Z			
2376	4				kmlg.jp	kmlg.jp										20230928T102011Z			
2377	41				pisces.qiring.net	qiring.net										20230801T000000Z			
2378	4				misskey.arumino-om.net	arumino-om.net		..arumino-om.net								20230305T000000Z			
2379	4				pasokey.net	pasokey.net										20230305T000000Z			
2380	41				cal.vino.blue	vino.blue										20230511T104622Z			
2381	4				misskey.shima-pan.com	shima-pan.com		..shima-pan.com								20230305T000000Z			
2382	4				mkkey.net	mkkey.net										20230228T174904Z			
2383	4				msky.41kg.com	41kg.com		..41kg.com								20230706T000000Z			
2384	4				misskey.sksat.run	sksat.run		..sksat.run								20230305T000000Z			
2385	4				skaya.ligun.net	ligun.net		..ligun.net								20230305T000000Z			
2386	41	417		ja	calckey.ranranhome.info	ranranhome.info		c..ranranhome.info						63		20230426T132802Z			
2387	4			ja	seikora.one	seikora.one										20230305T000000Z			
2388	4				rhythmisskey.games	rhythmisskey.games										20230305T000000Z			
2389	4				munskey.net	munskey.net										20230305T000000Z			
2390	4				com.in-nw.net	com.in-nw.net										20230707T000000Z			
2391	4				misstter.com	misstter.com										20230314T000000Z			
2392	4				mi.hoshisaki-h.com	hoshisaki-h.com										20230928T132350Z			
2393	4				mi.msyake.ovh	msyake.ovh										20230707T000000Z			
2394	41				mycircle.events	mycircle.events										20230627T053204Z			
2395	41				mint.choco.ink	choco.ink										20230928T000000Z			
2396	4				inokashiraskey.jp	inokashiraskey.jp										20230314T000000Z			
2397	4				yagimofu.moe	yagimofu.moe										20230915T153113Z			
2398	4				fubuki.one	fubuki.one										20230707T000000Z			
2399	4				misskey.yokko-jp.com	yokko-jp.com		..yokko-jp.com								20230709T000000Z			
2400	4				kira.zone	kira.zone										20230707T000000Z			
2401	4				misskey.nil.services	nil.services		..nil.services								20230707T000000Z			
2402	4				misskey.kanarikanaru.com	kanarikanaru.com		..kanarikanaru.com								20230314T000000Z			
2403	4				eostagram.com	eostagram.com										20230314T000000Z			
2404	4				anymanystreams.cc	anymanystreams.cc										20230314T000000Z			
2405	4				n-kaiwai.work	n-kaiwai.work										20230314T000000Z			
2406	4				mk.commojun.com	commojun.com										20230314T000000Z			
2407	4				misskey.le0kyun.net	le0kyun.net		..le0kyun.net								20230314T000000Z			
2408	4				catlog.jp	catlog.jp										20230404T084702Z			
2409	4				misskey.ganyariya.net	ganyariya.net		..ganyariya.net								20230314T000000Z			
2410	41				umickey.dev	umickey.dev								63		20230708T142545Z			
2411	41				ck.sumi.space	sumi.space										20230425T065707Z			
2412	4				kousaka.space	kousaka.space										20230314T000000Z			
2413	4				misskey.gekka.sexy	gekka.sexy		..gekka.sexy								20230314T000000Z			
2414	4				social.niceview.club	niceview.club		..niceview.club								20230707T000000Z			
2415	4				misskey.typeling1578.dev	typeling1578.dev		..typeling1578.dev								20230707T000000Z			
2416	4				msk.ap-srv-gw.net	ap-srv-gw.net										20230314T000000Z			
2417	4				misskey.otofu.xyz	otofu.xyz		..otofu.xyz								20230314T000000Z			
2418	41				void.rehab	void.rehab										20230623T000000Z			
2419	4				misskey.always-we-need.games	always-we-need.games		..always-we-need.games								20230707T000000Z			
2420	4				cosmisskey.cc	cosmisskey.cc										20230707T000000Z			
2421	4				misskey.kyoupro.com	kyoupro.com		..kyoupro.com								20230707T000000Z			
2422	4				misskey.waya0125.com	waya0125.com		..waya0125.com								20230707T000000Z			
2423	4				misskey.hikalium.dev	hikalium.dev		..hikalium.dev								20230707T000000Z			
2424	4				shahu.ski	shahu.ski										20231014T160730Z			
2425	4				misskey.betaful.life	betaful.life		..betaful.life								20230305T075315Z			
2426	4				jiskey.dev	jiskey.dev										20230707T000000Z			
2427	4				sns.ourt-ai.work	ourt-ai.work		..ourt-ai.work								20230707T000000Z			
2428	4				sns.lemondouble.com	lemondouble.com		..lemondouble.com								20230707T000000Z			
2429	4				stormskey.works	stormskey.works										20230707T000000Z			
2430	4				social.uhy.ooo	uhy.ooo										20230707T000000Z			
2431	4				ribe.moe	ribe.moe										20230707T000000Z			
2432	4				moeanime.io	moeanime.io										20230707T000000Z			
2433	4				hoto.moe	hoto.moe										20230707T000000Z			
2434	4				post.yourein.net	post.yourein.net										20230707T000000Z			
2435	4				mi.arkw.work	mi.arkw.work										20230707T000000Z			
2436	4				mi.caind.live	caind.live										20230510T011233Z			
2437	4				gc-key.xn--vusz0j.life	xn--vusz0j.life	gc-key.幼女.life	gc-key.幼女.life								20230707T000000Z			
2438	4				misskey.ritec.jp	ritec.jp		..ritec.jp								20230707T000000Z			
2439	4				hiruuki.com	hiruuki.com										20230707T000000Z			
2440	4				misskey.0sakana.xyz	0sakana.xyz		..0sakana.xyz								20230213T000000Z			
2441	41				kizzkey.cloud	kizzkey.cloud										20230709T104725Z			
2442	4				mi.u-nlimited.page	u-nlimited.page										20230707T000000Z			
2443	4				misskey.frainsan.net	frainsan.net		..frainsan.net								20230707T000000Z			
2444	4				houshindai.net	houshindai.net										20230707T000000Z			
2445	4				munesky.net	munesky.net										20230707T000000Z			
2446	4				misskey.weareharmonys.com	weareharmonys.com		..weareharmonys.com								20230702T000000Z			
2447	4				9ineverse.com	9ineverse.com										20230707T000000Z			
2448	4				misskey.mutyun.com	mutyun.com		..mutyun.com								20230926T121243Z			
2449	4				la-luna-rossa.page	la-luna-rossa.page										20230707T000000Z			
2450	4				dendai.app	dendai.app										20230707T000000Z			
2451	4				misskey.bainroom.info	bainroom.info		..bainroom.info								20230707T000000Z			
2452	4				kasei.ski	kasei.ski										20230704T000000Z			
2453	4				ohashi.nohost.me	nohost.me										20230707T000000Z			
2454	4				misskey.yufarch.com	yufarch.com		..yufarch.com								20230707T000000Z			
2455	4				miss.theeum.org	theeum.org		..theeum.org								20230707T000000Z			
2456	4				misskey.halcat.org	halcat.org		..halcat.org								20230707T000000Z			
2457	4				miniskey.com	miniskey.com										20230707T000000Z			
2458	4				misskey.toko-chan.love	toko-chan.love		..toko-chan.love								20230707T000000Z			
2459	4				misskey.syahu.com	syahu.com		..syahu.com								20230707T000000Z			
2460	4				misskey.xania.fr	xania.fr		..xania.fr								20230707T000000Z			
2461	4				misskey.tpt.works	tpt.works		..tpt.works								20230707T000000Z			
2462	4				pbzweihander.social	pbzweihander.social										20230707T000000Z			
2463	4				in.coffin.rip	coffin.rip										20230707T000000Z			
2464	4				mi.tsubasa.pro	tsubasa.pro										20230707T000000Z			
2465	4				misskey.mabope.com	mabope.com		..mabope.com								20230707T000000Z			
2466	4				paseo.casacamelia.xyz	casacamelia.xyz		..casacamelia.xyz								20230521T113041Z			
2467	4				misskey.maintedor.com	maintedor.com		..maintedor.com								20230707T000000Z			
2468	4				misskey.im-neko.net	im-neko.net		..im-neko.net								20230707T000000Z			
2469	44				catgirl.land	catgirl.land										20230714T101627Z			
2470	4				mi.itochun.com	itochun.com										20230707T000000Z			
2471	4				mi.orito-itsuki.net	orito-itsuki.net										20230707T000000Z			
2472	4				misakey.webhop.me	webhop.me										20230704T173620Z			
2473	4				misskey.mofumofu.me	mofumofu.me		..mofumofu.me								20230707T000000Z			
2474	45				estrogen.plus	estrogen.plus										20230919T142146Z			
2475	4				aeosskey.io	aeosskey.io										20230707T000000Z			
2476	4				nsfwmisskey.narazaka.net	narazaka.net		..narazaka.net								20230707T000000Z			
2477	4				msky.lord-mayo.uk	lord-mayo.uk		..lord-mayo.uk								20230707T000000Z			
2478	4				mk.depra.net	depra.net										20230707T000000Z			
2479	4				mystics-den.club	mystics-den.club										20230707T000000Z			
2480	4				misskey.flowertea.uk	flowertea.uk		..flowertea.uk								20230320T000000Z			
2481	41				ff.syobon.net	syobon.net										20230722T103253Z			
2482	4				mede.family	mede.family										20230314T000000Z			
2483	4				misskey.today	misskey.today										20230314T000000Z			
2484	41				auroraplanet.blue	auroraplanet.blue										20231003T060522Z			
2485	4				misskey.kanpanipage.com	kanpanipage.com		..kanpanipage.com								20230314T000000Z			
2486	4				m.yka.moe	yka.moe										20230314T000000Z			
2487	4				invillage-outvillage.com	invillage-outvillage.com										20230314T000000Z			
2488	4				mk.chiwa.net	chiwa.net										20230707T000000Z			
2489	4				mkultra.x27.one	x27.one										20230707T000000Z			
2490	4				msk.kitazawa.me	kitazawa.me										20230314T000000Z			
2491	4	20		ja	redfuku.com	redfuku.com										20230306T163345Z			
2492	4				mi.ginnannman.com	ginnannman.com										20230316T000000Z			
2493	4				misskey.until.tsukuba.one	tsukuba.one		..until.tsukuba.one								20230316T000000Z			
2494	4				misspi.net	misspi.net										20230316T000000Z			
2495	4				cozy-space.blue	cozy-space.blue										20231024T104631Z			
2496	4				mk.double-oxygen.net	double-oxygen.net										20230316T000000Z			
2497	41				hakua.app	hakua.app										20230510T135644Z			
2498	4				msky.ntr.homes	ntr.homes		..ntr.homes								20230316T000000Z			
2499	4				misskey.seediqbale.xyz	seediqbale.xyz		..seediqbale.xyz								20230316T000000Z			
2500	41				lethallava.land	lethallava.land										20230623T160406Z			
2501	44				warped.dev	warped.dev										20230625T164428Z			
2502	4				misskey.bktsk.com	bktsk.com		..bktsk.com								20230316T000000Z			
2503	44				fedi.afra.berlin	afra.berlin		..afra.berlin								20230801T223000Z			
2504	4				misskey.sizedon.com	sizedon.com		..sizedon.com								20230316T000000Z			
2505	4				premis.one	premis.one										20230316T000000Z			
2506	45				sharkey.blahaj.zone	blahaj.zone		..blahaj.zone								20230926T101114Z			
2507	44				staging.e2net.social	e2net.social		..e2net.social								20230515T184522Z			
2508	4				misskey.yakishamo.com	yakishamo.com		..yakishamo.com								20230708T220240Z			
2509	4				misskey.ayatovr.dev	ayatovr.dev		..ayatovr.dev								20230322T000000Z			
2510	4				hirasakain.ninja	hirasakain.ninja										20230322T000000Z			
2511	4				social.nohto.net	nohto.net		..nohto.net								20230322T000000Z			
2512	4				misskey.otsumami.bar	otsumami.bar		..otsumami.bar								20230322T000000Z			
2513	4				nsmtest.site	nsmtest.site										20230707T000000Z			
2514	4				hey.ditatompel.com	ditatompel.com										20230421T000000Z			
2515	44				an.eldritch.gift	eldritch.gift										20221211T141923Z			
2516	4				misskey.mamisrv.ne.jp	mamisrv.ne.jp		..mamisrv.ne.jp								20230707T000000Z			
2517	4				mi.nukumori-gay.space	nukumori-gay.space										20230421T000000Z			
2518	41				minazukey.uk	minazukey.uk										20230421T000000Z			
2519	4				yamashita.social	yamashita.social										20230421T000000Z			
2520	4				reax.work	reax.work										20230421T000000Z			
2521	44				eepy.space	eepy.space										20230705T082408Z			
2522	41				calckey.aokaga.work	aokaga.work		..aokaga.work								20230403T022825Z			
2523	4				otoskey.tarbin.net	tarbin.net										20230427T000000Z			
2524	4				misskey.mirenk.net	mirenk.net		..mirenk.net								20230707T000000Z			
2525	44				fedi.floof.social	floof.social										20230702T154835Z			
2526	4				mis.suzakurin.work	suzakurin.work										20230723T133852Z			
2527	4				misskey.tsub.me	tsub.me		m..tsub.me								20230427T000000Z			
2528	4				misskey-dabansky.com	misskey-dabansky.com										20230427T000000Z			
2529	4				misskey.usuwolabo.page	usuwolabo.page		..usuwolabo.page								20230427T000000Z			
2530	4				misskey.yukoduka.com	yukoduka.com		..yukoduka.com								20230427T000000Z			
2531	45				dev.joinsharkey.org	joinsharkey.org										20230927T023626Z			
2532	41				iwshkey.com	iwshkey.com										20230709T103233Z			
2533	4				mikancat-lab.com	mikancat-lab.com										20230707T000000Z			
2534	4				mi.fosfor.dev	fosfor.dev										20230707T000000Z			
2535	41				mk.itzti.li	itzti.li										20230707T000000Z			
2536	41				kitty.social	kitty.social										202307310000000Z			
2537	4				riafox.space	riafox.space										20230707T000000Z			
2538	4				yam.menac.at	menac.at										20221120T094714Z			
2539	45				transfem.social	transfem.social										20230802T201347Z			
2540	4				mi.v-sli.me	v-sli.me										20230814T162705Z			
2541	41				cal.10rino.net	10rino.net										20230504T032009Z			
2542	41				barkle.chat	barkle.chat										20201125T033000Z			
2543	4	1		ja	16bit.picopico.party	picopico.party										20230907T105339Z			
2544	4	5		ja	misskey.qwjyh.net	qwjyh.net		..qwjyh.net								20230921T142643Z			
2545	4	100		ja	chiakey.io	chiakey.io										20230704T085819Z			
2546	41				twi.48.club	48.club										20230629T222217Z			
2547	41				codemonkey.cafe	codemonkey.cafe										20230206T000000Z			
2548	41				moppels.bar	moppels.bar								63		20221219T062351Z			
2549	41				calc.menac.at	menac.at										20221120T094714Z			
2550	44				iceshrimp.social	iceshrimp.social										20230526T142304Z			
2551	44				fedi.cyan.gay	fedi.cyan.gay										20230723T130439Z			
2552	44				why.161.sh	161.sh										20230802T222858Z			
2553	41				f.dosuto.net	dosuto.net										20231011T220829Z			
2554	44				mewblog.thepolarbear.co.uk	thepolarbear.co.uk		..thepolarbear.co.uk								20230804T151812Z			
2555	44				social.nullrequest.com	nullrequest.com		..nullrequest.com								20230325T063040Z			
2556	41				firefish.lol	firefish.lol										20230807T053604Z			
2557	41				firefish.social	firefish.social										20230424T184629Z			
2558	41				dvd.chat	dvd.chat										20230819T124754Z			
2559	41				hyper.equipment	hyper.equipment										20221212T000000Z			
2560	41	3			notmeta.social	notmeta.social								63		20230622T000000Z			
2561	4				msky.co8rt.blue	co8rt.blue										20230815T145951Z			
2562					以下、[Fl] から Dolphin or Misskey			Fk のため 欠番 											
2563	13				dp.akane.blue	akane.blue										20210206T000000Z			
2564																			
2565																			
2566	13				d1.1z2.net	1z2.net										20230226T000000Z			
2567	13				dolphin.lepsir.net	lepsir.net										20230207T000000Z			
2568	13				casacamelia.xyz	casacamelia.xyz										20230511T000000Z			
2569	13				dolphin.yohjo.zip	yohjo.zip		..yohjo.zip								20230707T000000Z			
2570	13				mi.kanikani.ooo	kanikani.ooo										20230713T000000Z			
2571																			
2572																			
2573																			
2574																			
2575																			
2576																			
2577																			
2578																			
2579																			
2580																			
2581																			
2582																			
2583																			
2584																			
2585																			
2586																			
2587	44				next.iceshrimp.dev	iceshrimp.dev										20231005T134106Z			
2588					以下、[FL] から Misskey 系			FK のため 欠番											
2589	4	1		ja	shinamikaidou42.com	shinamikaidou42.com										20231103T064555Z			
2590	4	1		ja	mi.kochudaho.me	kochudaho.me										20230816T052122Z			
2591	4	1		ja	sns.mochimochi-planet.com	mochimochi-planet.com		もちもち惑星								20230709T063023Z			
2592	4	6		ja	misskey.furry-r-moonrabbitbower.com	furry-r-moonrabbitbower.com		つきうさぎ亭								20230826T045143Z			
2593	4	25		ja	misskey.12mon.space	12mon.space		..12mon.space								20230824T124256Z			
2594	4				mskey.nekomimi.party	nekomimi.party		..nekomimi.party								20230723T143555Z			
2595	4				maid.lat	maid.lat										20230715T025409Z			
2596	41				social.criminallycute.fi	criminallycute.fi		..criminallycute.fi								20230920T182750Z			
2597	4				superneko.net	superneko.net										20230702T032121Z			
2598																			
2599	4	5		ja	misskey-01.se2me.com	se2me.com		..-01.se2me.com								20230920T114042Z			
2600	4	50		ja	metreee.com	metreee.com										20231007T000000Z			
2601	4	15		ja	morijio.space	morijio.space										20231006T144913Z			
2602	4	10		ko	munochi.moe	munochi.moe										20230709T072539Z			
2603	41	570		en	infosec.town	infosec.town										20230528T015916Z			
2604					※ GNUsocial [G]														
2605	6	1			gnusocial.mv2k.com	mv2k.com		..mv2k.com					transparent			20231006T000000Z			
2606	6	3		in	gnusocial.in	gnusocial.in							transparent			20210209T150000Z			
2607	6	120		en	gnusocial.net	gnusocial.net							transparent			20210209T150000Z	2021-02-06		
2608	6	3		ja	social.senooken.jp	senooken.jp		..senooken.jp					transparent			20210209T150000Z			
2609	6	20		ja	social.pzn.lgbt	pzn.lgbt		..pzn.lgbt					transparent			20170402T185800Z			
2610	6	55		es	gnu.tiflolinux.org	tiflolinux.org		..tiflolinux.org					transparent			20161123T234128Z			
2611	6	10		ja	social.076.moe	076.moe		..076.moe					transparent			20221215T000000Z			
2612	6	15		es	bobinas.p4g.club	p4g.club							transparent			20220711T000000Z			
2613	6	6		en	chirp.cooleysekula.net	cooleysekula.net		Chirp!					transparent			20140628T001230Z			
2614	6	130		ja	gnusocial.jp	gnusocial.jp							transparent			20220717T133411Z			
2615	6	3		ja	ost.alglab.net	alglab.net		..alglab.net					transparent			20170508T102200Z			
2616																			
2617																			
2618					ここから日本国外Mastodon [Gf-VZ]  														
2619	2				qaf.men	qaf.men										20220429T000000Z			
2620	2				noxon.cc	noxon.cc										20171114T000000Z			
2621	2				respublicae.eu	respublicae.eu								66		20220402T000000Z			
2622	2				lily.network	lily.network										20180830T000000Z			
2623	2	415			prf.me	prf.me										20220503T000000Z			
2624	2	60			schoolverse.run	schoolverse.run										20230912T000000Z			
2625	2	970		nl	mstdn.esp.nl	esp.nl		..esp.nl								20221102T000000Z			
2626	2	6780		pl	pol.social	pol.social										20211101T000000Z			
2627	2	1770			tribe.net	tribe.net										20221107T000000Z			
2628	2	3		en	area51.social	area51.social										20220425T000000Z			
2629	2				alpaka.garden	alpaka.garden										20221130T000000Z			
2630	2	1280			mastodon.vlaanderen	mastodon.vlaanderen										20221106T000000Z			
2631	2				backend.newsmast.org	newsmast.org										20230706T000000Z			
2632	2				bildung.social	bildung.social										20180826T000000Z			
2633	2				social.panic.com	panic.com	panic.com	panic.com								20230126T000000Z			
2634	2				vee.seedy.gq	seedy.gq										20231129T000000Z			
2635	2				worldkey.io	worldkey.io										20220427T000000Z			
2636	2	1222			mastodon.mx	mastodon.mx										20221119T201847Z			
2637	2	3500			opalstack.social	opalstack.social										20221110T000000Z			
2638	2	40			mastodon.xn--sft219bi3tzwd.com	xn--sft219bi3tzwd.com	mastodon.尬点逗谈.com	..xn--sft219bi3tzwd.com								20231018T000000Z			
2639	2	1			mastodon.c99.org	c99.org		..c99.org								20220426T000000Z			
2640	2	1			mastodon.ai8w.ddns.net	ai8w.ddns.net		..ai8w.ddns.net								20230422T000000Z			
2641	2	140			schleuss.online	schleuss.online								66		20210206T000000Z			
2642	2	2810			androiddev.social	androiddev.social										20221102T000000Z			
2643	2	1			m.superuser.one	superuser.one	superuser.one	superuser.one								20221121T000000Z			
2644	2	80			systerserver.town	systerserver.town										20210206T000000Z			
2645	2	80			freemasonry.social	freemasonry.social										20221113T000000Z			
2646	2	85		cn	link.baai.ac.cn	baai.ac.cn										20230902T000000Z			
2647	2	80			mastodon.libresilicon.com	libresilicon.com		..libresilicon.com								20190716T000000Z			
2648	2	5		en	tardis.team	tardis.team										20230316T000000Z			
2649	2	700		en	archaeo.social	archaeo.social										20221104T000000Z			
2650	2	1600			cubhub.social	cubhub.social										20221116T000000Z			
2651	2	40			baka.social	baka.social										20221227T000000Z			
2652	2	110			mastodon.ph	mastodon.ph										20221204T000000Z			
2653	2	770		cz	cztwitter.cz	cztwitter.cz										20221106T000000Z			
2654	2	90		en	retrochat.online	retrochat.online										20220427T000000Z			
2655	2			en	discordian.social	discordian.social										20221114T000000Z			
2656	2				m.galaxybound.com	galaxybound.com										20221125T000000Z			
2657	2				mstdn.plus.st	plus.st										20230306T000000Z			
2658	2	160			mastodon.in.ua	mastodon.in.ua										20221220T000000Z			
2659																			
2660																			
2661																			
2662																			
2663																			
2664	2				skull.website	skull.website										20210209T150000Z			
2665	2				slashine.onl	slashine.onl										20210209T150000Z			
2666	2	42000		de	troet.cafe	troet.cafe										20180429T211142Z			
2667	24				everything.happens.horse	happens.horse		..happens.horse								20200920T214015Z			
2668	2				types.pl	types.pl										20201024T032935Z			
2669	2	240		de	mastodon.berlin	mastodon.berlin										20180401T151420Z			
2670	2				social.unextro.net	unextro.net		..unextro.net								20180909T160531Z			
2671	2				utopia.cool	utopia.cool										20210209T150000Z			
2672	2				uwu.social	uwu.social										20210209T150000Z			
2673	2				social.v.st	v.st	v.st	v.st								20210209T150000Z			
2674	2				vis.social	vis.social										20210209T150000Z			
2675	2				uri.life	uri.life										20221112T000000Z			
2676	2	2		cn	singsingsing.party	singsingsing.party										20230718T000000Z			
2677	2				wake.st	wake.st										20210209T150000Z			
2678	2				social.wake.st	wake.st		..wake.st								20210209T150000Z			
2679	2				wandering.shop	wandering.shop										20210209T150000Z			
2680	24				weirder.earth	weirder.earth										20210209T150000Z			
2681	2				love.alicecomplex.com	alicecomplex.com								66		20200601T172903Z			
2682	2				social.wildeboer.net	wildeboer.net		..wildeboer.net								20210209T150000Z			
2683	2				witches.live	witches.live										20210209T150000Z			
2684	2				wokka.be	wokka.be										20210209T150000Z			
2685	2				woof.group	woof.group										20210209T150000Z			
2686	2				wp-social.net	wp-social.net										20210209T150000Z			
2687	2				social.wxcafe.net	wxcafe.net		..wxcafe.net								20210209T150000Z			
2688	2	20250			wxw.moe	wxw.moe										20210209T150000Z			
2689	2				x0f.org	x0f.org										20210209T150000Z			
2690	2				x0r.be	x0r.be										20210209T150000Z			
2691	2				xarxa.cloud	xarxa.cloud										20210209T150000Z			
2692	2				xoxo.zone	xoxo.zone										20210209T150000Z			
2693	2				yiff.life	yiff.life										20210209T150000Z			
2694	2				mastodon.zaclys.com	zaclys.com		..zaclys.com								20210209T150000Z			
2695	2				autonomous.zone	autonomous.zone										20210531T150000Z			
2696	2	28114			hachyderm.io	hachyderm.io										20220427T000000Z			
2697	2				zhub.link	zhub.link										20210602T150000Z			
